,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
513,Manteca,CA,Stockton-Lodi,San Joaquin County,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1675.0,1647.5,1675.0,1750.0,1750.0,1747.5,1795.0,1795.0,1750.0,1800.0,1850.0,1800.0,1775.0,1897.5,1895.0,1950.0,1950.0,1995.0,1900.0,1950.0,1850.0,1995.0,1995.0,1950.0,1980.0,2000.0,1995.0,1902.5,1950.0,1995.0,2098.5,2000.0,2000.0,1975.0,1962.5
514,Camarillo,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,515,,,,,,,,,,,,,,,,,,,,,,,2100.0,2125.0,2100.0,2000.0,1950.0,2150.0,2200.0,2250.0,2362.5,2375.0,2375.0,2395.0,2250.0,2125.0,2197.5,2150.0,2387.5,2400.0,2395.0,2395.0,2275.0,2287.5,2275.0,2325.0,2450.0,2495.0,2400.0,2400.0,2350.0,2350.0,2500.0,2675.0,2500.0,2500.0,2375.0,2400.0,2500.0,2537.5,2500.0,2375.0,2497.5,2400.0,2750.0,2775.0,2700.0,2550.0,2500.0,2525.0,2600.0,2700.0,2550.0,2450.0,2612.5,2800.0,2650.0,2850.0,2600.0,2625.0,2650.0,2672.5,2800.0,2750.0,2800.0,2700.0,2800.0,2850.0,2745.0,2700.0,2750.0,2772.5,2700.0,2700.0,2672.5,2650.0,2700.0,2800.0,2895.0,2800.0,2875.0,2950.0,2950.0,2800.0,2800.0,2700.0,2950.0,3050.0,2925.0,2875.0,2950.0,2850.0,3050.0,3100.0,2925.0,2950.0,2997.5,2900.0,2900.0,2962.5
515,Farmington Hills,MI,Detroit-Warren-Dearborn,Oakland County,516,,,,,,,,,,,,,,,,,,,,,,,,1325.0,1300.0,1200.0,1147.5,1275.0,1400.0,1400.0,1500.0,1395.0,1372.5,1350.0,1444.5,1350.0,1500.0,1500.0,1595.0,1625.0,1538.5,1613.5,1638.0,1725.0,1700.0,1700.0,1700.0,1700.0,1595.0,1595.0,1500.0,1400.0,1500.0,1400.0,1400.0,1600.0,1847.5,1950.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1720.0,1745.0,1725.0,1750.0,1800.0,1750.0,1700.0,1700.0,1700.0,1800.0,1597.5,1595.0,1595.0,1850.0,1900.0,1900.0,1700.0,1695.0,1525.0,1600.0,1750.0,1700.0,1500.0,1700.0,1850.0,1745.0,1700.0,1800.0,1750.0,1700.0,1675.0,1595.0,1700.0,1700.0,1750.0,1700.0,1700.0,1700.0,1800.0,1700.0,1777.0,1850.0,1850.0,1850.0,1700.0,1850.0,1950.0,2000.0,1750.0,1700.0,1847.5,1700.0,1900.0,2000.0
516,Jonesboro,AR,Jonesboro,Craighead County,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.0,962.5,850.0,950.0,975.0,1050.0,1025.0,1062.5,1100.0,1000.0,1075.0,1000.0,1050.0,997.5,997.0,995.0,975.0,1000.0,1000.0,1025.0,1050.0,1085.0,1000.0,995.0,995.0,950.0,975.0,925.0,925.0,947.5,1000.0,1000.0,912.5,1000.0,1050.0,1095.0,1095.0,1095.0,1100.0
517,Slidell,LA,New Orleans-Metairie,Saint Tammany Parish,518,,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1175.0,1150.0,1100.0,1100.0,1075.0,1050.0,1100.0,1050.0,1150.0,1200.0,1200.0,1200.0,1200.0,1162.5,1300.0,1162.5,1200.0,1300.0,1400.0,1325.0,1237.5,1250.0,1250.0,1197.5,1195.0,1162.5,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1275.0,1200.0,1200.0,1300.0,1300.0,1250.0,1287.5,1350.0,1300.0,1287.5,1300.0,1250.0,1250.0,1300.0,1300.0,1275.0,1300.0,1300.0,1300.0,1300.0,1287.5,1262.5,1200.0,1200.0,1275.0,1400.0,1300.0,1300.0,1250.0,1300.0,1300.0,1300.0,1300.0,1325.0,1350.0,1312.5,1300.0,1300.0,1250.0,1300.0,1300.0,1300.0,1250.0,1300.0,1300.0,1337.5,1325.0,1350.0,1300.0,1350.0,1350.0,1325.0,1300.0,1350.0,1300.0,1350.0,1350.0,1372.5,1395.0,1350.0,1325.0,1300.0,1300.0,1350.0,1395.0
518,Greenwood,IN,Indianapolis-Carmel-Anderson,Johnson County,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,1195.0,1097.5,1130.0,1100.0,1130.0,1095.0,1095.0,1100.0,1100.0,1195.0,1100.0,1195.0,1195.0,1195.0,1200.0,1195.0,1175.0,1175.0,1175.0,1250.0,1250.0,1295.0,1225.0,1200.0,1195.0,1195.0,1217.5,1195.0,1195.0,1217.5,1225.0,1212.5,1235.0,1195.0,1195.0,1250.0,1245.0,1275.0,1250.0,1245.0,1250.0,1255.0,1225.0,1300.0,1227.0,1250.0,1197.0,1200.0,1195.0,1200.0,1200.0,1272.5,1245.0,1245.0,1275.0,1292.5,1275.0,1290.0,1250.0,1245.0,1247.0,1195.0,1195.0,1199.0,1195.0,1250.0,1342.5,1367.5,1350.0,1350.0,1330.0,1335.0,1300.0,1300.0,1292.5,1257.5,1295.0,1395.0,1400.0,1395.0,1375.0,1395.0,1350.0,1350.0,1350.0,1350.0,1299.0
519,Eau Claire,WI,Eau Claire,Eau Claire County,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,995.0,1065.0,1050.0,1057.5,1125.0,1125.0,1125.0,1175.0,1100.0,1112.5,1100.0,1000.0,1025.0,1075.0,1125.0,1100.0,1112.5
520,Apple Valley,CA,Riverside-San Bernardino-Ontario,San Bernardino County,521,,,,,,,,,,,,,,,1199.5,1100.0,1100.0,1097.5,1095.0,1100.0,1045.0,1050.0,995.0,997.5,995.0,975.0,997.5,995.0,995.0,1000.0,995.0,990.0,975.0,995.0,995.0,995.0,995.0,1000.0,1000.0,1050.0,1050.0,1000.0,1050.0,1050.0,1050.0,1025.0,1000.0,1000.0,1100.0,1095.0,1050.0,1050.0,1025.0,1050.0,1000.0,1095.0,1080.0,1050.0,1095.0,1125.0,1075.0,1100.0,1100.0,1100.0,1100.0,1200.0,1150.0,1100.0,1095.0,1100.0,1150.0,1150.0,1150.0,1150.0,1197.5,1200.0,1147.5,1162.5,1212.5,1150.0,1172.5,1187.5,1225.0,1197.5,1230.0,1242.5,1250.0,1250.0,1295.0,1300.0,1350.0,1325.0,1250.0,1300.0,1350.0,1350.0,1350.0,1300.0,1350.0,1350.0,1300.0,1300.0,1350.0,1400.0,1350.0,1395.0,1400.0,1450.0,1400.0,1400.0,1395.0,1395.0,1400.0,1395.0,1450.0,1395.0,1450.0,1450.0,1450.0,1400.0
521,Town 'n' Country,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,522,,,,,,,,,,,,,,1250.0,1200.0,1250.0,1250.0,1200.0,1250.0,1250.0,1197.5,1100.0,1100.0,1250.0,1250.0,1200.0,1195.0,1200.0,1200.0,1200.0,1200.0,1200.0,1100.0,1195.0,1100.0,1100.0,1150.0,1150.0,1145.0,1150.0,1250.0,1224.5,1250.0,1299.0,1250.0,1250.0,1250.0,1200.0,1200.0,1250.0,1250.0,1250.0,1300.0,1300.0,1350.0,1299.5,1279.0,1299.5,1249.0,1250.0,1250.0,1300.0,1325.0,1300.0,1295.0,1310.5,1366.0,1297.5,1345.5,1295.0,1350.0,1349.0,1322.0,1350.0,1400.0,1400.0,1300.0,1400.0,1300.0,1300.0,1400.0,1395.0,1350.0,1395.0,1392.5,1450.0,1450.0,1539.5,1450.0,1450.0,1452.5,1495.0,1450.0,1450.0,1395.0,1399.0,1400.0,1440.0,1400.0,1500.0,1500.0,1500.0,1500.0,1400.0,1350.0,1485.0,1485.0,1450.0,1472.5,1500.0,1550.0,1555.0,1450.0,1500.0,1497.0,1500.0,1497.5,1500.0,1499.0,1485.0
522,Oviedo,FL,Orlando-Kissimmee-Sanford,Seminole County,523,,,,,,,,,,,,,,,,1380.0,1358.5,1395.0,1395.0,1393.5,1397.5,1350.0,1350.0,1300.0,1395.0,1395.0,1447.5,1395.0,1395.0,1400.0,1475.0,1450.0,1400.0,1325.0,1205.0,1200.0,1250.0,1200.0,1200.0,1295.0,1450.0,1495.0,1450.0,1450.0,1495.0,1450.0,1398.0,1449.0,1450.0,1450.0,1400.0,1400.0,1500.0,1495.0,1495.0,1495.0,1470.0,1475.0,1450.0,1462.5,1400.0,1452.5,1515.0,1582.0,1595.0,1599.5,1600.0,1637.5,1600.0,1595.0,1599.0,1550.0,1550.0,1496.5,1600.0,1592.5,1650.0,1665.0,1650.0,1697.5,1667.0,1550.0,1650.0,1647.5,1550.0,1650.0,1669.0,1695.0,1725.0,1700.0,1750.0,1695.0,1690.5,1662.5,1700.0,1677.5,1675.0,1695.0,1750.0,1775.0,1795.0,1795.0,1795.0,1795.0,1755.0,1729.0,1709.0,1795.0,1799.5,1795.0,1795.0,1875.0,1895.0,1850.0,1849.5,1830.0,1805.0,1800.0,1800.0,1795.0
523,Fishers,IN,Indianapolis-Carmel-Anderson,Hamilton County,524,,,,,,,,,,,,,,,,,,,,1397.0,1397.0,1400.0,1400.0,1400.0,1599.0,1650.0,1500.0,1400.0,1400.0,1400.0,1397.0,1395.0,1372.5,1350.0,1350.0,1395.0,1372.5,1400.0,1400.0,1500.0,1495.0,1500.0,1650.0,1550.0,1497.5,1450.0,1450.0,1495.0,1450.0,1500.0,1500.0,1500.0,1462.5,1450.0,1485.0,1495.0,1495.0,1500.0,1495.0,1499.0,1500.0,1437.5,1495.0,1482.5,1500.0,1497.5,1475.0,1450.0,1400.0,1450.0,1450.0,1450.0,1495.0,1500.0,1495.0,1497.0,1572.5,1500.0,1522.0,1450.0,1509.0,1475.0,1422.5,1450.0,1462.5,1499.0,1497.5,1512.5,1550.0,1575.0,1500.0,1550.0,1545.0,1475.0,1450.0,1497.5,1495.0,1550.0,1587.5,1600.0,1600.0,1595.0,1580.0,1595.0,1550.0,1550.0,1550.0,1585.0,1550.0,1595.0,1595.0,1595.0,1650.0,1650.0,1650.0,1650.0,1620.0,1550.0,1550.0,1595.0
524,Smyrna,GA,Atlanta-Sandy Springs-Roswell,Cobb County,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1595.0,1595.0,1472.5,1400.0,1595.0,1595.0,1550.0,1550.0,1600.0,1597.5,1700.0,1600.0,1600.0,1612.5,1625.0,1597.5,1600.0,1600.0,1600.0,1625.0,1700.0,1700.0,1600.0,1600.0,1600.0,1595.0,1595.0,1600.0,1625.0,1625.0,1700.0,1600.0,1700.0,1750.0,1795.0,1750.0,1750.0,1795.0,1799.0,1650.0,1650.0,1750.0,1800.0,1750.0,1700.0,1762.5,1850.0,1749.5,1750.0,1775.0,1850.0,1800.0,1800.0,1700.0,1700.0,1600.0,1675.0,1795.0,1800.0,1750.0,1900.0,1800.0,1900.0,1925.0,1800.0,1800.0,1747.5
525,Arlington Heights,IL,Chicago-Naperville-Elgin,Cook County,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,2000.0,2000.0,2150.0,2203.0,2125.0,2047.5,2100.0,2020.0,2035.0,2000.0,1950.0,1950.0,1999.0,1950.0,2000.0,2100.0,2000.0,2172.5,2100.0,2095.0,2050.0,2095.0,1995.0,1950.0,1975.0,2100.0,2200.0,2150.0,2200.0,2200.0,2150.0,2175.0,2125.0,2200.0
526,Lakewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.0,2490.0,2500.0,2400.0,2450.0,2450.0,2595.0,2595.0,2500.0,2600.0,2595.0,2595.0,2595.0,2497.5,2595.0,2500.0,2597.5,2597.5,2650.0,2600.0,2600.0,2500.0,2550.0,2572.5,2595.0,2675.0,2700.0,2695.0,2650.0,2700.0,2695.0,2797.5,2750.0,2772.5,2795.0,2795.0
527,Mount Pleasant,SC,Charleston-North Charleston,Charleston County,528,,,,,,,,,,,,,,1700.0,1700.0,1825.0,1850.0,1900.0,2000.0,2000.0,1862.5,1950.0,1975.0,1800.0,1800.0,1800.0,1800.0,1800.0,1750.0,2000.0,1900.0,1850.0,1850.0,1850.0,1900.0,1950.0,1925.0,1800.0,1800.0,1850.0,1850.0,1900.0,2100.0,1995.0,2100.0,2050.0,1900.0,1900.0,1997.5,1850.0,1900.0,1950.0,2100.0,2300.0,2200.0,2197.5,2200.0,2195.0,2125.0,2200.0,2175.0,2150.0,2150.0,2150.0,2400.0,2400.0,2400.0,2200.0,2200.0,2145.0,2200.0,2225.0,2350.0,2350.0,2300.0,2400.0,2400.0,2400.0,2300.0,2425.0,2300.0,2200.0,2175.0,2250.0,2300.0,2400.0,2400.0,2350.0,2475.0,2500.0,2450.0,2400.0,2400.0,2387.5,2400.0,2350.0,2350.0,2325.0,2375.0,2395.0,2400.0,2400.0,2400.0,2400.0,2462.5,2450.0,2400.0,2400.0,2400.0,2400.0,2400.0,2500.0,2500.0,2500.0,2400.0,2462.5,2400.0,2400.0,2350.0,2300.0
528,Parma,OH,Cleveland-Elyria,Cuyahoga County,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.5,1000.0,1025.0,1025.0,1050.0,1050.0,1050.0,1050.0,1080.0,1050.0,1037.5,1050.0,1050.0,1035.0,1050.0,1062.5,1075.0,1100.0,1100.0,1100.0,1150.0,1115.0,1100.0,1050.0,1050.0,1050.0,1100.0,1085.0,1100.0,1175.0,1125.0,1200.0,1172.5,1195.0,1200.0,1185.0,1100.0,1150.0
529,Gary,IN,Chicago-Naperville-Elgin,Lake County,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,750.0,700.0,785.0,750.0,750.0,750.0,775.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,770.0,757.5,785.0,800.0,800.0,797.5,750.0,775.0,775.0,775.0,800.0,800.0,800.0,825.0,825.0,800.0,825.0,800.0,800.0,825.0,849.0,842.0,825.0
530,Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262.5,2312.5,2295.0,2290.0,2285.0,2275.0,2350.0,2387.5,2450.0,2325.0,2290.0,2225.0,2500.0,2400.0,2425.0,2425.0,2400.0,2400.0,2500.0,2475.0,2335.0,2245.0,2397.5,2500.0,2450.0,2450.0,2400.0,2300.0,2400.0,2430.0,2400.0,2500.0,2400.0,2250.0,2300.0
531,Greer,SC,Greenville-Anderson-Mauldin,Greenville County,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.0,1090.0,1185.0,1250.0,1100.0,1100.0,1212.5,1225.0,1350.0,1350.0,1300.0,1300.0,1300.0,1300.0,1300.0,1295.0,1325.0,1300.0,1350.0,1372.5,1297.5,1350.0,1275.0,1325.0,1395.0,1395.0,1350.0,1400.0,1375.0,1300.0,1395.0,1400.0,1350.0,1297.5,1312.5,1250.0,1295.0,1350.0,1450.0,1395.0,1495.0,1350.0,1395.0,1325.0,1395.0,1295.0,1350.0,1270.0,1300.0,1350.0,1350.0,1450.0,1450.0,1495.0,1400.0,1400.0,1375.0,1397.5,1395.0,1437.5,1450.0,1450.0,1400.0,1437.5,1395.0,1395.0,1450.0,1395.0,1350.0,1300.0,1250.0,1350.0,1375.0,1495.0,1450.0,1449.0,1425.0,1400.0,1350.0,1295.0,1372.5,1395.0,1400.0,1400.0
532,Saint Joseph,MO,St. Joseph,Buchanan County,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.0,700.0,700.0,725.0,750.0,712.5,750.0,695.0,700.0,750.0,737.5,750.0,800.0,800.0,735.0,750.0,750.0,750.0,725.0,700.0,700.0
533,Upland,CA,Riverside-San Bernardino-Ontario,San Bernardino County,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,2350.0,2200.0,2299.0,2150.0,2325.0,2225.0,2000.0,2150.0,2257.5,2495.0,2450.0,2375.0,2272.5,2300.0,2275.0,2322.5,2395.0,2350.0,2397.5,2525.0,2500.0,2500.0,2500.0,2600.0,2565.0,2495.0,2575.0,2575.0,2600.0,2750.0,2600.0,2500.0,2500.0,2425.0,2500.0,2450.0,2597.5,2600.0,2600.0,2650.0,2650.0,2600.0
534,Deltona,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,535,,,,,,,,,,,,,885.0,897.5,949.0,895.0,872.5,866.5,895.0,890.0,900.0,900.0,900.0,895.0,895.0,895.0,930.0,950.0,950.0,950.0,950.0,900.0,887.5,895.0,900.0,900.0,900.0,900.0,920.0,950.0,975.0,950.0,950.0,995.0,975.0,975.0,995.0,975.0,962.5,950.0,950.0,950.0,999.5,995.0,980.0,975.0,975.0,950.0,950.0,950.0,950.0,975.0,985.0,995.0,1000.0,1027.0,1027.0,1050.0,1052.5,1065.0,1087.0,1055.0,1065.0,1075.0,1100.0,1100.0,1112.5,1100.0,1100.0,1100.0,1145.0,1100.0,1100.0,1100.0,1100.0,1150.0,1100.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1234.0,1225.0,1200.0,1250.5,1250.0,1250.0,1295.0,1255.0,1275.0,1295.0,1250.0,1250.0,1261.0,1282.0,1300.0,1300.0,1350.0,1330.5,1350.0,1350.0,1372.5,1395.0,1375.0,1339.0,1350.0
535,Simpsonville,SC,Greenville-Anderson-Mauldin,Greenville County,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.0,1400.0,1350.0,1300.0,1250.0,1300.0,1400.0,1295.0,1295.0,1397.5,1400.0,1550.0,1497.5,1475.0,1562.5,1450.0,1465.0,1495.0,1450.0,1495.0,1467.5,1437.5,1400.0,1400.0,1400.0,1450.0,1500.0,1550.0,1495.0,1462.5,1450.0,1475.0,1495.0,1495.0,1550.0,1550.0,1550.0,1550.0,1550.0,1575.0,1550.0,1475.0,1395.0,1395.0,1400.0,1450.0,1500.0,1550.0,1550.0,1550.0,1562.5,1575.0,1450.0,1550.0,1450.0,1500.0,1450.0,1450.0,1500.0,1575.0,1550.0,1550.0,1585.0,1550.0,1595.0,1600.0,1525.0,1550.0,1500.0,1550.0,1550.0,1525.0,1500.0,1595.0,1625.0,1595.0,1550.0,1500.0,1500.0,1550.0,1550.0,1550.0,1550.0,1550.0,1595.0,1600.0,1595.0,1595.0,1550.0,1550.0,1550.0,1595.0
536,Hoover,AL,Birmingham-Hoover,Jefferson County,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1249.5,1395.0,1400.0,1400.0,1415.0,1472.5,1450.0,1397.5,1400.0,1450.0,1500.0,1487.5,1500.0,1495.0,1525.0,1550.0,1550.0,1550.0,1525.0,1500.0,1500.0,1450.0,1495.0,1525.0,1550.0,1495.0,1500.0,1650.0,1695.0,1695.0,1695.0,1650.0,1650.0,1672.5,1850.0,1850.0,1722.5,1650.0,1637.5,1595.0,1672.5,1600.0,1672.5,1550.0,1650.0,1535.0,1500.0,1545.0,1650.0,1650.0,1650.0,1625.0,1625.0,1695.0,1650.0,1600.0,1650.0,1595.0,1600.0,1650.0,1595.0,1600.0,1650.0,1650.0,1672.5,1662.5,1650.0,1695.0,1650.0,1695.0,1650.0,1650.0,1650.0,1600.0,1650.0,1795.0,1972.5,1750.0,1725.0,1699.0,1675.0,1637.5,1650.0,1695.0,1595.0
537,Schaumburg,IL,Chicago-Naperville-Elgin,Cook County,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1540.0,1650.0,1725.0,1600.0,1587.5,1675.0,1675.0,1700.0,1685.0,1697.5,1750.0,1750.0,1725.0,1700.0,1795.0,1650.0,1650.0,1600.0,1695.0,1700.0,1600.0,1662.5,1700.0,1700.0,1700.0,1750.0,1800.0,1825.0,1795.0,1800.0,1750.0,1737.5,1675.0,1750.0,1700.0,1697.5,1772.5,1697.5,1672.5,1695.0,1762.5,1850.0,1775.0,1700.0,1700.0,1700.0,1700.0,1700.0,1750.0,1800.0,1922.5,1850.0,1900.0,1850.0,1950.0,1874.5,1800.0,1820.0,1675.0,1700.0,1900.0,1900.0,1850.0,1850.0,1850.0,1850.0,1887.5,1900.0,1850.0,1799.5,1850.0,1797.5,1997.5,1850.0,1825.0,1850.0,1800.0,1825.0,1845.0,1850.0
538,Valparaiso,IN,Chicago-Naperville-Elgin,Porter County,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1250.0,1250.0,1400.0,1300.0,1300.0,1299.0,1299.5,1300.0,1285.0,1295.0,1350.0,1375.0,1450.0,1450.0,1395.0,1300.0,1275.0,1200.0,1200.0,1197.5,1250.0,1225.0,1250.0,1287.5,1400.0,1425.0,1325.0,1287.5,1500.0,1400.0,1425.0
539,Lancaster Township,PA,Lancaster,Lancaster County,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.0,925.0,972.5,997.5,1100.0,1087.5,995.0,995.0,1095.0,1095.0,1100.0,995.0,985.0,975.0,950.0,1000.0,1050.0,1005.0,1095.0,1175.0,1195.0,1146.0,1025.0,1072.5,999.0,1035.0,1050.0,1100.0,1072.5,1050.0,1150.0,1150.0,1185.0,1195.0,1195.0,1100.0,1100.0,1150.0
540,Brooklyn Park,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1597.5,1700.0,1750.0,1700.0,1700.0,1700.0,1695.0,1742.0,1757.5,1720.0,1765.0,1737.5,1775.0,1750.0,1700.0,1697.5,1700.0,1724.5,1671.0,1600.0
541,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,4725.0,4500.0,4600.0,4688.0,4000.0,3900.0,4097.5,4237.5,4750.0,5000.0,5250.0,4775.0,4800.0,4000.0,3994.0,3995.0,4095.0,3980.0,3772.5,4000.0,4450.0,4500.0,4425.0,4647.5,4600.0,4695.0,4697.5,4475.0,4500.0,4500.0,4475.0,4750.0,4475.0,4500.0,4800.0,4962.5,5000.0,5000.0,4900.0,4800.0,4750.0,5000.0,4762.5,4995.0,5000.0,4850.0,4900.0,5000.0,4800.0,5000.0,5000.0,4995.0,4750.0,4625.0
542,Town of Colonie,NY,Albany-Schenectady-Troy,Albany County,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1525.0,1787.5,1850.0,1797.5,1795.0,1762.5,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1622.5,1600.0,1600.0,1600.0,1725.0,1610.0,1650.0,1650.0,1675.0,1797.5,1850.0,1800.0,1625.0,1625.0
543,Plant City,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,544,,,,,,,,,,,,,,,,,,,,,,1097.5,1050.0,995.0,1000.0,1095.0,990.0,975.0,1000.0,1100.0,1200.0,1197.5,1195.0,1150.0,1100.0,1100.0,1150.0,1185.0,1125.0,1137.5,1200.0,1200.0,1200.0,1200.0,1150.0,1100.0,1100.0,1100.0,1120.0,1200.0,1200.0,1200.0,1250.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1197.5,1200.0,1200.0,1225.0,1200.0,1249.5,1200.0,1249.0,1200.0,1200.0,1200.0,1200.0,1255.0,1265.0,1295.0,1200.0,1275.0,1200.0,1200.0,1300.0,1285.0,1200.0,1200.0,1295.0,1300.0,1350.0,1350.0,1300.0,1350.0,1350.0,1300.0,1300.0,1300.0,1350.0,1350.0,1450.0,1450.0,1395.0,1317.5,1405.0,1350.0,1285.0,1350.0,1395.0,1447.0,1397.5,1375.0,1400.0,1450.0,1450.0,1439.5,1547.5,1470.0,1495.0,1495.0,1485.0,1475.0,1495.0,1499.0
