,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
681,Stockbridge,GA,Atlanta-Sandy Springs-Roswell,Henry County,682,,,,,,,,,,,,,900.0,925.0,950.0,1000.0,997.5,1050.0,1050.0,1000.0,1000.0,995.0,995.0,1000.0,977.5,997.5,912.5,900.0,995.0,995.0,975.0,950.0,995.0,995.0,975.0,975.0,950.0,925.0,950.0,925.0,975.0,975.0,950.0,950.0,950.0,950.0,950.0,975.0,950.0,957.5,975.0,975.0,975.0,995.0,975.0,1000.0,995.0,999.5,975.0,950.0,950.0,1000.0,1000.0,975.0,1050.0,1062.5,1062.0,1050.0,1000.0,995.0,1050.0,1050.0,1025.0,1037.5,1047.5,1095.0,1100.0,1050.0,1095.0,1050.0,1085.0,1042.5,1000.0,1025.0,1050.0,1075.0,1100.0,1150.0,1155.0,1154.5,1132.5,1100.0,1105.0,1175.0,1165.0,1137.5,1145.0,1122.5,1200.0,1195.0,1170.0,1150.0,1163.5,1200.0,1197.5,1170.0,1225.0,1195.0,1200.0,1250.0,1274.0,1335.0,1340.0,1299.5,1295.0,1295.0,1300.0,1295.0,1325.0,1296.5
682,Manhattan,KS,Manhattan,Riley County,683,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1300.0,1300.0,1300.0,1300.0,1300.0,1275.0,1300.0,1250.0,1225.0,1200.0,1190.0,1150.0,1200.0,1250.0,1225.0,1250.0,1250.0,1300.0,1250.0,1200.0,1200.0,1227.5,1240.0,1250.0,1250.0,1300.0,1250.0,1250.0,1250.0,1250.0,1210.0,1195.0,1200.0,1250.0,1255.0,1250.0,1290.0,1250.0,1225.0,1275.0,1250.0,1200.0,1250.0,1250.0,1220.0,1220.0,1250.0,1250.0,1250.0,1280.0,1250.0,1250.0,1250.0,1200.0,1250.0,1170.0,1200.0,1250.0,1285.0,1290.0,1250.0,1250.0,1250.0,1250.0,1200.0,1200.0,1200.0,1225.0,1250.0,1250.0,1250.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1207.5,1200.0,1200.0,1200.0,1200.0,1150.0,1100.0,1150.0,1200.0,1250.0
683,Daytona Beach,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1100.0,1200.0,1050.0,1100.0,1190.0,1000.0,1097.5,1150.0,1200.0,1200.0,1297.5,1250.0,1200.0,1200.0,1200.0,1200.0,1195.0,1200.0,1200.0,1150.0,1200.0,1225.0,1272.5,1297.0,1250.0,1275.0,1212.5,1217.5,1200.0,1200.0,1200.0,1250.0,1200.0,1350.0,1300.0,1295.0,1250.0,1275.0,1300.0,1312.5,1300.0,1297.5,1300.0
684,Punta Gorda,FL,Punta Gorda,Charlotte County,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1700.0,1750.0,1800.0,1700.0,1795.0,1800.0,1975.0,2000.0,2100.0,2100.0,2200.0,2200.0,2400.0,2100.0,2100.0,2000.0,2000.0,2000.0,2200.0,2240.0,2200.0,2200.0,2100.0,1997.5,2125.0,2000.0,1850.0,1850.0,1800.0,1800.0,1800.0,1800.0,1900.0,1850.0,2000.0
685,Woodbury,MN,Minneapolis-St. Paul-Bloomington,Washington County,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.5,1899.5,2000.0,1995.0,1762.5,2000.0,1999.0,1999.0,1962.5,1900.0,1897.5,1800.0,1825.0,1900.0,1750.0,1762.5
686,Portland,ME,Portland-South Portland,Cumberland County,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,2000.0,1950.0,1900.0,1950.0,2000.0,2050.0,2100.0,1997.5,1992.5,1895.0,1900.0,1925.0,1900.0,1900.0,2200.0,1995.0,2062.5,2200.0,2050.0,2172.5,2100.0,2000.0,2000.0,2000.0,2000.0,1997.5,2200.0,2200.0,2000.0,2175.0,2200.0,2000.0,2000.0,2000.0,2000.0
687,Lakewood,WA,Seattle-Tacoma-Bellevue,Pierce County,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,995.0,1050.0,1000.0,990.0,995.0,1100.0,1095.0,1150.0,1175.0,1197.5,1200.0,1200.0,1300.0,1250.0,1250.0,1212.5,1200.0,1300.0,1295.0,1322.5,1345.0,1295.0,1250.0,1250.0,1325.0,1295.0,1295.0,1310.0,1295.0,1301.5,1275.0,1400.0,1262.5,1197.5,1250.0,1200.0,1285.0,1280.0,1450.0,1437.5,1497.5,1322.5,1375.0,1495.0,1362.5,1300.0,1400.0,1405.0,1400.0,1439.0,1450.0,1450.0,1450.0,1537.5,1500.0,1499.5,1595.0,1595.0,1500.0,1450.0,1497.5,1550.0,1597.5,1647.5,1595.0,1650.0,1625.0,1525.0,1500.0,1512.5,1595.0,1547.5,1495.0,1595.0,1700.0,1675.0,1472.5,1595.0,1595.0,1675.0,1762.5,1700.0,1595.0,1600.0,1595.0
688,Corvallis,OR,Corvallis,Benton County,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1197.5,1290.0,1300.0,1450.0,1435.0,1362.5,1395.0,1312.5,1300.0,1300.0,1325.0,1395.0,1395.0,1395.0,1395.0,1350.0,1395.0,1395.0,1325.0,1295.0,1295.0,1500.0,1595.0,1525.0,1485.0,1395.0,1495.0,1595.0,1430.0,1400.0,1500.0,1395.0,1395.0,1500.0,1600.0,1790.0,1600.0,1500.0,1537.5,1472.5,1572.5,1495.0,1500.0,1435.0,1600.0,1700.0,1800.0,1750.0,1695.0,1750.0,1747.5,1650.0,1600.0,1650.0,1650.0,1612.5,1695.0,1795.0,1800.0,1800.0,1800.0,1795.0,1800.0,1695.0,1650.0,1650.0,1600.0,1650.0,1700.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1750.0
689,Bellevue,NE,Omaha-Council Bluffs,Sarpy County,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.5,1175.0,1175.0,1175.0,1137.5,1125.0,1185.0,1137.5,1062.5,1097.5,1200.0,1200.0,1297.5,1322.5,1200.0,1200.0,1197.5,1150.0,1150.0,1250.0,1267.5,1200.0,1200.0,1200.0,1200.0,1300.0,1300.0,1250.0,1300.0,1297.5,1200.0,1175.0,1200.0,1250.0,1250.0,1250.0,1300.0,1250.0,1250.0,1247.5,1297.5,1300.0,1225.0,1250.0,1200.0,1200.0,1250.0,1275.0,1350.0,1350.0,1350.0,1400.0,1375.0,1325.0,1350.0,1350.0,1362.5,1250.0,1300.0,1325.0,1350.0,1337.5,1300.0,1300.0,1300.0,1395.0,1350.0,1350.0,1300.0,1300.0,1350.0,1337.5,1350.0,1425.0,1400.0,1395.0,1450.0,1385.0,1400.0,1372.5,1350.0,1350.0,1350.0,1350.0,1450.0,1450.0,1500.0,1495.0,1400.0,1400.0,1400.0,1400.0,1385.0
690,Bel Air,MD,Baltimore-Columbia-Towson,Harford County,691,,,,,,,,,,,,,,,,,,,1495.0,1600.0,1525.0,1595.0,1497.5,1400.0,1500.0,1500.0,1547.5,1400.0,1600.0,1600.0,1600.0,1450.0,1500.0,1500.0,1500.0,1500.0,1550.0,1495.0,1350.0,1350.0,1450.0,1450.0,1550.0,1550.0,1500.0,1500.0,1550.0,1595.0,1550.0,1585.0,1550.0,1550.0,1572.5,1625.0,1650.0,1595.0,1425.0,1400.0,1425.0,1450.0,1500.0,1500.0,1495.0,1525.0,1600.0,1662.5,1572.5,1450.0,1500.0,1550.0,1585.0,1595.0,1585.0,1547.5,1530.0,1500.0,1550.0,1575.0,1600.0,1500.0,1522.5,1450.0,1397.5,1400.0,1500.0,1400.0,1395.0,1450.0,1400.0,1475.0,1582.5,1595.0,1600.0,1550.0,1525.0,1500.0,1500.0,1500.0,1550.0,1600.0,1587.5,1650.0,1575.0,1650.0,1650.0,1650.0,1600.0,1600.0,1600.0,1600.0,1650.0,1625.0,1650.0,1622.5,1700.0,1750.0,1750.0,1650.0,1537.5,1500.0
691,Rockville,MD,Washington-Arlington-Alexandria,Montgomery County,692,,,,,,,,,,,,,2048.0,2195.0,2250.0,2275.0,2275.0,2250.0,2375.0,2300.0,2300.0,2100.0,2100.0,2097.5,2300.0,2300.0,2100.0,2425.0,2400.0,2350.0,2300.0,2225.0,2300.0,2240.0,2082.5,2125.0,1997.0,1970.0,1995.0,2000.0,2065.0,2316.0,2300.0,2387.5,2400.0,2450.0,2300.0,2397.5,2397.5,2350.0,2300.0,2300.0,2400.0,2500.0,2500.0,2370.0,2325.0,2350.0,2300.0,2275.0,2300.0,2300.0,2300.0,2200.0,2200.0,2300.0,2275.0,2250.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2300.0,2250.0,2250.0,2300.0,2300.0,2200.0,2200.0,2200.0,2150.0,2200.0,2150.0,2150.0,2350.0,2400.0,2397.5,2450.0,2495.0,2400.0,2290.0,2200.0,2200.0,2182.5,2200.0,2300.0,2300.0,2397.5,2300.0,2350.0,2487.0,2400.0,2250.0,2200.0,2300.0,2300.0,2350.0,2300.0,2300.0,2375.0,2475.0,2550.0,2575.0,2467.5,2450.0,2400.0,2300.0,2375.0
692,West Bloomfield,MI,Detroit-Warren-Dearborn,Oakland County,693,,,,,,,,,,,,,,,,,,,1995.0,1962.5,1900.0,1825.0,1682.5,1800.0,1925.0,1875.0,1875.0,1775.0,1800.0,1850.0,1900.0,2000.0,1925.0,1850.0,1850.0,1750.0,1700.0,1800.0,1800.0,1800.0,1800.0,1700.0,1850.0,1950.0,1875.0,1862.5,1862.5,1900.0,1897.5,1885.0,1900.0,1899.5,1800.0,1800.0,1850.0,1900.0,1995.0,2000.0,2000.0,1995.0,1900.0,1900.0,1975.0,2000.0,1900.0,1875.0,1900.0,2000.0,1825.0,1800.0,1799.5,1800.0,1800.0,1900.0,2000.0,1900.0,1875.0,1900.0,1887.5,1875.0,1900.0,2000.0,2075.0,1800.0,1900.0,1990.0,2000.0,1989.5,2000.0,1995.0,2050.0,2100.0,2075.0,2150.0,2000.0,2100.0,2050.0,2100.0,2100.0,2195.0,2247.0,2175.0,2300.0,2300.0,2197.5,2100.0,2050.0,2200.0,2200.0,2200.0,2125.0,2150.0,2197.5,2112.5,2195.0,2250.0,2100.0,2000.0,2000.0,2050.0
693,North Port,FL,North Port-Sarasota-Bradenton,Sarasota County,694,,,,,,,,,,,,,,967.5,1000.0,995.0,995.0,975.0,995.0,995.0,1000.0,995.0,1050.0,995.0,1000.0,1000.0,1050.0,1000.0,1000.0,999.0,950.0,995.0,1000.0,1000.0,1097.5,1100.0,1100.0,1100.0,1100.0,1080.0,1050.0,1100.0,1125.0,1100.0,1112.5,1150.0,1150.0,1162.5,1100.0,1150.0,1150.0,1150.0,1200.0,1225.0,1200.0,1200.0,1200.0,1250.0,1250.0,1200.0,1235.0,1200.0,1250.0,1262.5,1300.0,1300.0,1350.0,1350.0,1400.0,1362.5,1400.0,1375.0,1400.0,1350.0,1395.0,1350.0,1400.0,1350.0,1350.0,1395.0,1350.0,1300.0,1400.0,1350.0,1350.0,1350.0,1400.0,1400.0,1400.0,1400.0,1350.0,1392.5,1375.0,1400.0,1395.0,1400.0,1400.0,1400.0,1450.0,1500.0,1465.0,1425.0,1415.0,1400.0,1400.0,1400.0,1400.0,1415.0,1475.0,1500.0,1500.0,1500.0,1500.0,1450.0,1450.0,1435.0,1449.5,1457.5,1475.0,1480.0
694,Eagan,MN,Minneapolis-St. Paul-Bloomington,Dakota County,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.5,1450.0,1450.0,1300.0,1397.0,1535.0,1499.0,1500.0,1672.5,1525.0,1500.0,1597.5,1495.0,1600.0,1525.0,1550.0,1750.0,1695.0,1695.0,1575.0,1695.0,1400.0,1400.0,1550.0,1597.5,1600.0,1722.5,1735.0,1695.0,1697.5,1697.5,1600.0,1575.0,1695.0,1650.0,1625.0
695,Vienna,VA,Washington-Arlington-Alexandria,Fairfax County,696,,,,,,,,,,,2350.0,2550.0,2594.0,2600.0,2650.0,2410.0,2775.0,2825.0,2762.5,2825.0,2400.0,2450.0,2345.0,2340.0,2437.5,2397.5,2325.0,2300.0,2695.0,2800.0,2890.0,2799.5,2800.0,2900.0,2750.0,2797.5,2750.0,2750.0,2772.5,3000.0,2825.0,2850.0,2900.0,2795.0,2800.0,2775.0,2800.0,2700.0,2800.0,2700.0,2750.0,2700.0,2800.0,2800.0,2950.0,2890.0,2740.0,2650.0,2700.0,2700.0,2700.0,2700.0,2750.0,2800.0,2900.0,2895.0,2862.5,2850.0,2850.0,2800.0,2750.0,2850.0,2750.0,2850.0,2800.0,2800.0,2800.0,2950.0,2800.0,2800.0,2650.0,2890.0,2700.0,2700.0,2725.0,2825.0,2682.5,2700.0,2900.0,3000.0,2900.0,2900.0,2850.0,2850.0,2800.0,2800.0,2700.0,2575.0,2700.0,2800.0,2900.0,2950.0,2985.0,2900.0,2850.0,2895.0,2900.0,2800.0,2800.0,2850.0,2900.0,3100.0,3050.0,2950.0,2999.0,2995.0,3100.0,2950.0,2950.0,2850.0
696,Goldsboro,NC,Goldsboro,Wayne County,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.5,1150.0,1150.0,1100.0,1050.0,1150.0,1100.0,1075.0,995.0,935.0,1100.0,1200.0,1132.5,1150.0,1112.5,1000.0,995.0,997.5
697,Orland Park,IL,Chicago-Naperville-Elgin,Cook County,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1692.5,1750.0,1750.0,1700.0,1700.0,1737.5,1795.0,1825.0,1925.0,1950.0,1917.5,1724.5,1700.0,1750.0,1800.0,1700.0,1762.5,1875.0,1950.0,2125.0,2175.0,2097.5,2150.0,2000.0,1950.0,1750.0,1950.0,1995.0,1975.0,1850.0,2100.0,2100.0,1950.0,1950.0,1925.0
698,San Luis Obispo,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.0,2675.0,2700.0,2700.0,2600.0,2500.0,2575.0,2700.0,2800.0,2750.0,2725.0,2900.0,2800.0,2800.0,2600.0,2700.0,2700.0,2775.0,2700.0,2500.0,2500.0,2500.0,2750.0,2800.0,2850.0,2850.0,2800.0,2775.0,2900.0,2675.0,2600.0,2650.0,2625.0,2725.0
699,Palatine,IL,Chicago-Naperville-Elgin,Cook County,700,,,,,,,,,,,,,1300.0,1500.0,1497.5,1400.0,1495.0,1425.0,1422.5,1350.0,1400.0,1350.0,1250.0,1250.0,1275.0,1250.0,1375.0,1312.5,1397.5,1300.0,1300.0,1332.0,1332.5,1295.0,1295.0,1225.0,1250.0,1075.0,1150.0,1200.0,1250.0,1300.0,1400.0,1462.5,1397.5,1350.0,1350.0,1300.0,1450.0,1450.0,1400.0,1400.0,1450.0,1500.0,1595.0,1400.0,1387.5,1381.5,1400.0,1450.0,1412.5,1495.0,1495.0,1500.0,1400.0,1487.5,1450.0,1500.0,1500.0,1550.0,1600.0,1595.0,1450.0,1400.0,1465.0,1398.0,1350.0,1450.0,1350.0,1400.0,1400.0,1400.0,1350.0,1361.0,1300.0,1375.0,1450.0,1425.0,1440.0,1550.0,1500.0,1550.0,1600.0,1495.0,1450.0,1400.0,1495.0,1450.0,1550.0,1600.0,1600.0,1650.0,1550.0,1522.5,1500.0,1575.0,1547.5,1522.5,1550.0,1599.0,1500.0,1465.0,1500.0,1575.0,1550.0,1625.0,1500.0,1500.0,1449.0,1450.0
700,Bozeman,MT,Bozeman,Gallatin County,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1600.0,1600.0,1700.0,1750.0,1750.0,1800.0,1785.0,1700.0,1750.0,1850.0,1797.5,1650.0,1712.5,1800.0,1800.0,1750.0,1900.0,1850.0,1800.0,1800.0,1825.0,1800.0,1800.0,1800.0,1900.0,1975.0,2000.0,1850.0,1850.0,1900.0,1897.5,1850.0,1800.0,1800.0,1800.0
701,Youngstown,OH,Youngstown-Warren-Boardman,Mahoning County,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.5,650.0,600.0,600.0,625.0,600.0,595.0,585.0,597.5,600.0,595.0,625.0,625.0,600.0,600.0,650.0,650.0,625.0,642.0,615.0,650.0,640.0,610.0,650.0,637.5,650.0,650.0,675.0,650.0,650.0,617.5,650.0,625.0,650.0
702,North Richland Hills,TX,Dallas-Fort Worth-Arlington,Tarrant County,703,,,,,,,,,,,,,,,,,,,,1190.0,1150.0,1199.0,1199.0,1187.5,1137.5,1250.0,1150.0,1135.0,1200.0,1295.0,1100.0,1100.0,1100.0,1100.0,1150.0,1197.5,1125.0,1100.0,1095.0,1095.0,1125.0,1250.0,1357.5,1295.0,1105.0,1150.0,1249.0,1225.0,1197.0,1195.0,1195.0,1195.0,1300.0,1297.5,1300.0,1350.0,1395.0,1395.0,1412.5,1350.0,1397.0,1400.0,1312.5,1350.0,1462.5,1450.0,1400.0,1372.5,1495.0,1325.0,1325.0,1385.0,1385.0,1400.0,1375.0,1350.0,1275.0,1350.0,1325.0,1450.0,1365.0,1437.5,1425.0,1295.0,1425.0,1400.0,1462.5,1435.0,1450.0,1495.0,1575.0,1500.0,1495.0,1500.0,1500.0,1500.0,1550.0,1550.0,1500.0,1500.0,1500.0,1550.0,1550.0,1575.0,1525.0,1550.0,1550.0,1575.0,1550.0,1500.0,1495.0,1547.0,1595.0,1650.0,1600.0,1637.5,1597.5,1575.0,1600.0,1600.0
703,Brunswick,GA,Brunswick,Glynn County,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1162.5,1300.0,1250.0,1150.0,1100.0,1150.0,1200.0,1350.0,1299.0,1200.0,1200.0,1250.0,1250.0,1200.0,1200.0,1212.5,1250.0,1250.0,1272.5
704,Madison,AL,Huntsville,Madison County,705,,,,,,,,,,,1172.5,1150.0,1100.0,1195.0,1287.5,1225.0,1225.0,1200.0,1297.5,1300.0,1262.5,1250.0,1200.0,1225.0,1225.0,1350.0,1395.0,1397.5,1395.0,1300.0,1300.0,1250.0,1272.5,1272.5,1250.0,1295.0,1250.0,1200.0,1195.0,1200.0,1200.0,1272.5,1200.0,1229.5,1200.0,1200.0,1200.0,1225.0,1250.0,1200.0,1195.0,1195.0,1200.0,1295.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1200.0,1200.0,1250.0,1250.0,1250.0,1300.0,1250.0,1250.0,1247.5,1200.0,1200.0,1200.0,1200.0,1195.0,1197.5,1200.0,1280.0,1300.0,1200.0,1200.0,1250.0,1295.0,1295.0,1275.0,1250.0,1200.0,1200.0,1262.5,1250.0,1250.0,1295.0,1295.0,1300.0,1295.0,1250.0,1300.0,1325.0,1300.0,1300.0,1300.0,1325.0,1350.0,1350.0,1325.0,1350.0,1322.5,1300.0,1300.0,1350.0,1350.0,1350.0,1335.0,1380.0,1400.0,1475.0,1400.0,1400.0,1400.0,1400.0,1400.0
705,Ewa Beach,HI,Urban Honolulu,Honolulu County,706,,,,,,,,,,,,,,,,,,,2400.0,2400.0,2200.0,2150.0,2100.0,2200.0,2100.0,2000.0,2200.0,2200.0,2200.0,2100.0,2000.0,2000.0,2050.0,2150.0,2050.0,2100.0,2050.0,2000.0,1995.0,2225.0,2300.0,2350.0,2250.0,2295.0,2200.0,2100.0,2200.0,2100.0,2200.0,2000.0,2025.0,2150.0,2200.0,2400.0,2300.0,2450.0,2200.0,2200.0,2250.0,2200.0,2250.0,2250.0,2350.0,2497.5,2687.5,2700.0,2700.0,2600.0,2600.0,2700.0,2500.0,2500.0,2500.0,2400.0,2450.0,2537.5,2700.0,2700.0,2700.0,2650.0,2600.0,2450.0,2400.0,2385.0,2500.0,2575.0,2595.0,2600.0,2772.5,2750.0,2800.0,2600.0,2500.0,2500.0,2600.0,2595.0,2562.5,2520.0,2500.0,2500.0,2500.0,2600.0,2800.0,2700.0,2700.0,2700.0,2600.0,2500.0,2550.0,2600.0,2650.0,2700.0,2800.0,2900.0,2800.0,2850.0,2700.0,2500.0,2500.0,2600.0
706,Lilburn,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,707,,,,,,,,,,,,,1149.5,1150.0,1175.0,1150.0,1150.0,1150.0,1000.0,1075.0,1100.0,1100.0,1150.0,1200.0,1195.0,1100.0,1100.0,1100.0,1100.0,1150.0,1200.0,1100.0,1097.5,1150.0,1197.5,1107.0,1100.0,1050.0,1150.0,1200.0,1150.0,1200.0,1199.5,1200.0,1200.0,1200.0,1195.0,1195.0,1150.0,1195.0,1185.0,1150.0,1197.5,1225.0,1200.0,1197.0,1200.0,1237.5,1200.0,1200.0,1200.0,1250.0,1225.0,1252.5,1285.0,1346.0,1295.0,1250.0,1225.0,1250.0,1250.0,1295.0,1350.0,1329.5,1375.0,1350.0,1320.0,1350.0,1275.0,1297.5,1370.0,1309.0,1300.0,1300.0,1395.0,1395.0,1460.0,1400.0,1400.0,1400.0,1457.5,1425.0,1400.0,1395.0,1375.0,1350.0,1400.0,1412.5,1405.0,1425.0,1497.5,1485.0,1530.0,1490.0,1425.0,1425.0,1429.0,1450.0,1495.0,1500.0,1500.0,1600.0,1540.0,1600.0,1568.0,1567.5,1567.5,1575.0,1649.0,1612.0
707,Lorain,OH,Cleveland-Elyria,Lorain County,708,,,,,,,,,,,,,,,,,,,,,,,,,735.0,712.5,725.0,660.0,675.0,695.0,675.0,650.0,677.5,665.0,650.0,675.0,650.0,675.0,675.0,695.0,675.0,675.0,680.0,675.0,695.0,700.0,695.0,730.0,725.0,700.0,700.0,700.0,700.0,700.0,697.5,700.0,700.0,730.0,730.0,700.0,700.0,700.0,725.0,700.0,697.0,695.0,700.0,695.0,697.5,700.0,697.5,725.0,722.5,695.0,695.0,700.0,662.5,690.0,690.0,700.0,695.0,725.0,750.0,700.0,650.0,695.0,712.5,725.0,695.0,725.0,725.0,700.0,750.0,750.0,725.0,725.0,725.0,750.0,725.0,750.0,740.0,795.0,775.0,725.0,725.0,750.0,750.0,750.0,785.0,762.0,775.0,750.0,750.0,750.0,750.0,785.0,775.0,800.0,775.0,750.0
708,East Orange,NJ,New York-Newark-Jersey City,Essex County,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0,1400.0,1350.0,1425.0,1450.0,1450.0,1425.0,1350.0,1400.0,1400.0,1350.0,1350.0,1350.0,1350.0,1500.0,1495.0,1400.0,1425.0,1497.5,1450.0,1500.0,1500.0,1475.0,1500.0,1500.0,1500.0,1525.0,1550.0,1572.5,1500.0,1600.0,1485.0,1500.0,1625.0,1600.0,1600.0
709,Fayetteville,GA,Atlanta-Sandy Springs-Roswell,Fayette County,710,,,,,,,,,,,,,1495.0,1400.0,1375.0,1387.5,1357.5,1400.0,1395.0,1300.0,1250.0,1200.0,1200.0,1212.5,1200.0,1200.0,1197.5,1200.0,1200.0,1300.0,1274.5,1200.0,1200.0,1200.0,1200.0,1212.5,1250.0,1200.0,1250.0,1200.0,1285.0,1250.0,1300.0,1325.0,1319.0,1382.5,1325.0,1300.0,1305.0,1350.0,1350.0,1312.5,1350.0,1470.0,1495.0,1450.0,1490.0,1400.0,1425.0,1400.0,1375.0,1400.0,1425.0,1425.0,1450.0,1495.0,1483.5,1475.0,1450.0,1450.0,1500.0,1400.0,1385.0,1335.0,1350.0,1337.5,1495.0,1450.0,1495.0,1595.0,1425.0,1455.0,1562.5,1480.0,1400.0,1562.5,1495.0,1575.0,1575.0,1550.0,1575.0,1650.0,1650.0,1585.0,1545.0,1650.0,1620.0,1585.0,1625.0,1700.0,1610.0,1650.0,1650.0,1627.5,1549.0,1600.0,1624.5,1600.0,1650.0,1595.0,1550.0,1762.5,1775.0,1650.0,1675.0,1650.0,1580.0,1675.0,1687.5,1700.0
710,Midland,MI,Midland,Midland County,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.5,1000.0,950.0,975.0,900.0,900.0,925.0,900.0,925.0,950.0,1000.0,1000.0,975.0,925.0,1025.0,1000.0,1000.0,1000.0,1012.5,1060.0
711,Hendersonville,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,1495.0,1650.0,1612.5,1585.0,1650.0,1625.0,1600.0,1575.0,1672.5,1550.0,1500.0,1500.0,1595.0,1600.0,1550.0,1585.0,1650.0,1650.0,1695.0,1650.0,1625.0,1462.5,1595.0,1650.0,1650.0,1650.0,1699.0,1700.0,1600.0,1595.0,1695.0,1600.0,1695.0,1600.0,1595.0,1650.0,1700.0,1695.0,1695.0,1697.5,1695.0,1700.0,1695.0,1695.0,1695.0,1695.0,1637.5,1700.0,1695.0,1695.0,1697.5,1700.0,1700.0,1695.0,1750.0,1775.0,1795.0,1795.0,1715.0,1750.0,1750.0,1750.0,1785.0,1800.0,1750.0,1750.0
